":@computed_region_dwzh_dtk5",":@computed_region_eziv_p4ck",":@computed_region_fk4y_hpmh",":@computed_region_kwzn_pe6v",":@computed_region_tmcg_v66k",":@computed_region_uh5x_q5mi","address_1","address_2","case_number","city","clearance_type","country","created_at","day_of_week","hour_of_day","incident_datetime","incident_description","incident_id","incident_type_primary","latitude","location","longitude","parent_incident_type","state","updated_at","zip"
"430","27","5","2","1","53","100 Block FOREST AV",,"18-1050536","BUFFALO","",,"2018-04-15T22:31:48.000","Sunday","3","2018-04-15T03:30:00.000","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","842731081","ASSAULT","42.928994894010415","POINT (-78.8943344388717 42.9289948940104)","-78.89433443887165","Assault","NY","2018-04-17T23:02:17.000",
"3173","15","3","4","2","286","BAILEY AV & GENESEE ST",,"18-1050213","BUFFALO","",,"2018-04-15T16:48:46.000","Sunday","6","2018-04-15T06:10:00.000","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","842721270","ROBBERY","42.912639951188694","POINT (-78.8137323114432 42.9126399511887)","-78.81373231144322","Robbery","NY","2018-04-17T23:02:16.000",
"1610","1","4","9","6","253","2700 Block BAILEY AV",,"18-1050678","BUFFALO","",,"2018-04-16T04:39:29.000","Sunday","7","2018-04-15T07:16:03.000","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","842743240","LARCENY/THEFT","42.84968742422465","POINT (-78.8305777668025 42.8496874242246)","-78.83057776680249","Theft","NY","2018-04-17T23:02:18.000",
"1051","48","1","15","5","43","400 Block NIAGARA ST",,"18-1050693","BUFFALO","",,"2018-04-16T00:13:06.000","Sunday","7","2018-04-15T07:36:00.000","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","842734151","LARCENY/THEFT","42.89036660619634","POINT (-78.8819752354913 42.8903666061963)","-78.88197523549125","Theft","NY","2018-04-17T23:02:18.000",
"1921","24","2","11","8","266","100 Block HASTINGS AV",,"18-1050793","BUFFALO","",,"2018-04-16T03:48:06.000","Sunday","8","2018-04-15T08:00:00.000","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","842741680","LARCENY/THEFT","42.93679900620319","POINT (-78.8071750967232 42.9367990062032)","-78.80717509672318","Theft","NY","2018-04-17T23:02:18.000",
"3285","29","5","18","7","237","100 Block HUMBOLDT PW",,"18-1050806","BUFFALO","",,"2018-04-16T04:39:29.000","Sunday","8","2018-04-15T08:00:00.000","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","842743239","BURGLARY","42.92789515702838","POINT (-78.8518373800042 42.9278951570284)","-78.85183738000424","Breaking & Entering","NY","2018-04-17T23:02:19.000",
"2994","70","5","5","1","164","2100 Block ELMWOOD AV",,"18-1050734","BUFFALO","",,"2018-04-16T04:39:29.000","Sunday","8","2018-04-15T08:30:00.000","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","842743241","LARCENY/THEFT","42.954418930366316","POINT (-78.8779516073648 42.9544189303663)","-78.87795160736484","Theft","NY","2018-04-17T23:02:18.000",
"442","33","2","22","9","89","200 Block BLAINE AV",,"18-1050739","BUFFALO","",,"2018-04-16T09:17:57.000","Sunday","8","2018-04-15T08:51:14.000","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","842810948","RAPE","42.92269528665727","POINT (-78.8460277738475 42.9226952866573)","-78.84602777384752","Sexual Assault","NY","2018-04-17T23:02:18.000",
"354","19","2","18","9","151","200 Block JEWETT AV",,"18-1050810","BUFFALO","",,"2018-04-16T04:39:29.000","Sunday","10","2018-04-15T10:32:43.000","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","842743238","ASSAULT","42.93342240954009","POINT (-78.8344226195988 42.9334224095401)","-78.83442261959883","Assault","NY","2018-04-17T23:02:19.000",
"630","73","2","18","8","254","300 Block KENMORE AV",,"18-1050373","BUFFALO","",,"2018-04-15T17:28:15.000","Sunday","11","2018-04-15T11:00:10.000","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","842722329","LARCENY/THEFT","42.958042978587464","POINT (-78.8306749303806 42.9580429785875)","-78.83067493038058","Theft","NY","2018-04-17T23:02:16.000",
"2007","73","2","5","8","254","KENMORE AV & ENGLEWOOD AV",,"18-1050364","BUFFALO","",,"2018-04-15T18:37:42.000","Sunday","11","2018-04-15T11:26:15.000","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","842724433","LARCENY/THEFT","42.957901817294065","POINT (-78.8325048542148 42.9579018172941)","-78.83250485421483","Theft","NY","2018-04-17T23:02:16.000",
"2335","19","2","18","9","209","2400 Block MAIN ST",,"18-1050627","BUFFALO","",,"2018-04-16T00:13:06.000","Sunday","12","2018-04-15T12:00:00.000","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","842734150","LARCENY/THEFT","42.9346782","POINT (-78.8423608 42.9346782)","-78.8423608","Theft","NY","2018-04-17T23:02:17.000","14214"
"1733","78","5","10","1","220","1 Block CLAY ST",,"18-1050404","BUFFALO","",,"2018-04-15T19:08:12.000","Sunday","12","2018-04-15T12:23:43.000","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","842725387","ASSAULT","42.93936939051085","POINT (-78.8933409671377 42.9393693905108)","-78.89334096713773","Assault","NY","2018-04-17T23:02:16.000",
"2320","42","3","19","5","113","FILLMORE AV & CLINTON ST",,"18-1050494","BUFFALO","",,"2018-04-15T20:30:29.000","Sunday","12","2018-04-15T12:30:00.000","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","842727291","ROBBERY","42.87927504464688","POINT (-78.839239730896 42.8792750446469)","-78.83923973089604","Robbery","NY","2018-04-17T23:02:17.000",
"2377","39","2","11","9","48","600 Block NORFOLK AV",,"18-1060315","BUFFALO","",,"2018-04-16T16:05:44.000","Sunday","12","2018-04-15T12:30:00.000","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","842830367","LARCENY/THEFT","42.93405707141133","POINT (-78.8198616197647 42.9340570714113)","-78.81986161976472","Theft","NY","2018-04-17T23:02:21.000",
"748","15","2","11","2","248","1 Block ROEBLING AV",,"18-1050025","BUFFALO","",,"2018-04-15T10:33:57.000","Sunday","12","2018-04-15T12:33:24.000","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","842708231","ASSAULT","42.91969539370199","POINT (-78.8118919055721 42.919695393702)","-78.81189190557211","Assault","NY","2018-04-17T23:02:15.000",
"636","27","5","2","1","176","400 Block GRANT ST",,"18-1050417","BUFFALO","",,"2018-04-15T19:08:12.000","Sunday","12","2018-04-15T12:35:43.000","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","842725388","LARCENY/THEFT","42.92747023459293","POINT (-78.8899208239801 42.9274702345929)","-78.88992082398013","Theft","NY","2018-04-17T23:02:16.000",
"713","77","1","3","4","31","200 Block DELAWARE AV",,"18-1060425","BUFFALO","",,"2018-04-16T19:51:38.000","Monday","1","2018-04-16T01:30:00.000","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","842849920","LARCENY/THEFT","42.8912545","POINT (-78.8769212 42.8912545)","-78.8769212","Theft","NY","2018-04-17T23:02:21.000","14202"
"1758","66","3","8","5","245","100 Block HIRSCHBECK ST",,"18-1060250","BUFFALO","",,"2018-04-16T15:24:56.000","Monday","9","2018-04-16T09:52:37.000","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","842828421","BURGLARY","42.899765214894266","POINT (-78.8166701142166 42.8997652148943)","-78.81667011421659","Breaking & Entering","NY","2018-04-17T23:02:20.000",
"2892","43","5","2","3","181","300 Block AUBURN AV",,"18-1060016","BUFFALO","",,"2018-04-16T07:53:21.000","Monday","12","2018-04-16T12:16:37.000","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","842807885","BURGLARY","42.91896734951238","POINT (-78.8887586631519 42.9189673495124)","-78.88875866315193","Breaking & Entering","NY","2018-04-17T23:02:19.000",
"178","13","1","15","5","92","600 Block DELAWARE AV",,"18-1060018","BUFFALO","",,"2018-04-16T07:53:21.000","Monday","12","2018-04-16T12:25:28.000","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","842807886","LARCENY/THEFT","42.90196771478661","POINT (-78.8734469032611 42.9019677147866)","-78.87344690326107","Theft","NY","2018-04-17T23:02:19.000",
"178","13","1","15","5","92","600 Block DELAWARE AV",,"18-1060029","BUFFALO","",,"2018-04-16T07:53:21.000","Monday","12","2018-04-16T12:50:29.000","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","842807887","LARCENY/THEFT","42.90196771478661","POINT (-78.8734469032611 42.9019677147866)","-78.87344690326107","Theft","NY","2018-04-17T23:02:20.000",
"2746","70","5","5","1","94","1000 Block HERTEL AV",,"18-1060374","BUFFALO","",,"2018-04-16T19:51:38.000","Monday","12","2018-04-16T12:52:41.000","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","842849919","LARCENY/THEFT","42.9458436","POINT (-78.8706863 42.9458436)","-78.8706863","Theft","NY","2018-04-17T23:02:21.000","14207"
"1405","62","3","4","5","80","1 Block B ST",,"18-1060415","BUFFALO","",,"2018-04-16T21:53:31.000","Tuesday","12","2011-11-01T12:00:00.000","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","842859556","SEXUAL ABUSE","42.90018417391373","POINT (-78.8389156417031 42.9001841739137)","-78.83891564170308","Other Sexual Offense","NY","2018-04-17T23:02:21.000",
"1012","70","5","5","1","164","2700 Block DELAWARE AV",,"18-1060725","BUFFALO","",,"2018-04-17T00:14:50.000","Friday","12","2018-04-13T12:00:00.000","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","842865740","LARCENY/THEFT","42.95836307625418","POINT (-78.8699012701812 42.9583630762542)","-78.86990127018123","Theft","NY","2018-04-17T23:02:24.000",
"3045","56","2","11","8","257","200 Block LISBON AV",,"18-1060582","BUFFALO","",,"2018-04-17T06:48:25.000","Sunday","12","2018-04-15T12:00:00.000","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","842882963","ASSAULT","42.94777534031785","POINT (-78.8203623467065 42.9477753403178)","-78.82036234670647","Assault","NY","2018-04-17T23:02:24.000",
"2752","52","1","21","4","137","700 Block DELAWARE AV",,"18-1070550","BUFFALO","",,"2018-04-17T21:59:01.000","Tuesday","1","2018-04-17T01:00:00.000","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","842946464","LARCENY/THEFT","42.9033971581732","POINT (-78.8724085340048 42.9033971581732)","-78.87240853400479","Theft","NY","2018-04-17T22:00:17.000",
"636","27","5","2","1","176","400 Block GRANT ST",,"18-1070477","BUFFALO","",,"2018-04-17T21:59:01.000","Tuesday","3","2018-04-17T03:35:24.000","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","842946463","LARCENY/THEFT","42.92747023459293","POINT (-78.8899208239801 42.9274702345929)","-78.88992082398013","Theft","NY","2018-04-17T22:00:17.000",
"2746","70","5","5","1","94","2200 Block DELAWARE AV",,"18-1060576","BUFFALO","",,"2018-04-17T00:14:50.000","Monday","4","2018-04-16T04:55:10.000","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","842865739","LARCENY/THEFT","42.947747748009014","POINT (-78.8685447458547 42.947747748009)","-78.86854474585466","Theft","NY","2018-04-17T23:02:23.000",
"2084","23","3","4","2","1","1 Block BURGARD PL",,"18-1070262","BUFFALO","",,"2018-04-17T15:54:42.000","Monday","10","2018-04-16T10:50:00.000","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","842924250","UUV","42.90685020000001","POINT (-78.814671 42.9068502)","-78.81467099999999","Theft of Vehicle","NY","2018-04-17T23:02:34.000","14211"
"3111","26","3","8","5","55","SYCAMORE ST & HERMAN ST",,"18-1070293","BUFFALO","",,"2018-04-17T19:51:19.000","Tuesday","11","2018-04-17T11:33:25.000","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","842941650","LARCENY/THEFT","42.895945747529126","POINT (-78.8446080212315 42.8959457475291)","-78.84460802123147","Theft","NY","2018-04-17T23:02:34.000",
"1203","67","1","3","5","203","100 Block MARINE DR",,"18-1070201","BUFFALO","",,"2018-04-17T15:54:42.000","Monday","12","2018-01-01T12:00:00.000","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","842924251","UUV","42.88049252460763","POINT (-78.8804725130473 42.8804925246076)","-78.8804725130473","Theft of Vehicle","NY","2018-04-17T23:02:33.000",
"1216","6","5","2","1","59","1300 Block ELMWOOD AV",,"18-1070008","BUFFALO","",,"2018-04-17T08:35:21.000","Saturday","9","2018-04-14T09:30:00.000","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","842888528","LARCENY/THEFT","42.93244242676906","POINT (-78.8772493692011 42.9324424267691)","-78.87724936920111","Theft","NY","2018-04-17T23:02:32.000",
"776","31","4","16","5","38","300 Block PERRY ST",,"18-1070241","BUFFALO","",,"2018-04-17T16:18:54.000","Tuesday","7","2018-04-17T07:00:00.000","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","842925261","LARCENY/THEFT","42.8740746","POINT (-78.8640709 42.8740746)","-78.8640709","Theft","NY","2018-04-17T23:02:33.000","14204"
"3298","14","3","23","2","263","1 Block HUMASON AV",,"18-1070047","BUFFALO","",,"2018-04-17T09:34:22.000","Monday","11","2018-04-16T11:00:00.000","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","842891700","LARCENY/THEFT","42.914478917955364","POINT (-78.7993668465446 42.9144789179554)","-78.79936684654456","Theft","NY","2018-04-17T23:02:33.000",
"2719","34","3","8","5","251","100 Block WILSON ST",,"18-1050747","BUFFALO","",,"2018-04-17T16:18:54.000","Sunday","8","2018-04-15T08:55:44.000","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","842925260","BURGLARY","42.88821752913302","POINT (-78.8403961394977 42.888217529133)","-78.84039613949766","Breaking & Entering","NY","2018-04-17T23:02:18.000",
"2994","70","5","5","1","164","1900 Block ELMWOOD AV",,"18-1070152","BUFFALO","",,"2018-04-17T13:31:26.000","Monday","4","2018-04-16T04:00:00.000","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","842900654","UUV","42.95038829639349","POINT (-78.8768491636392 42.9503882963935)","-78.87684916363918","Theft of Vehicle","NY","2018-04-17T23:02:33.000",
"2968","62","3","4","5","274","100 Block WALDEN AV",,"18-1070535","BUFFALO","",,"2018-04-17T21:59:01.000","Tuesday","12","2018-04-10T12:01:00.000","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","842946465","UUV","42.90330115129083","POINT (-78.8314637291057 42.9033011512908)","-78.8314637291057","Theft of Vehicle","NY","2018-04-17T21:59:54.000",
"3298","14","3","23","2","263","2200 Block GENESEE ST",,"18-1070019","BUFFALO","",,"2018-04-17T08:35:21.000","Tuesday","12","2018-04-17T12:28:00.000","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","842888529","ROBBERY","42.918155894884435","POINT (-78.7992676924395 42.9181558948844)","-78.79926769243954","Robbery","NY","2018-04-17T23:02:33.000",
"532","39","2","11","8","48","300 Block AMHERST ST",,"18-1060793","BUFFALO","",,"2018-04-17T02:36:23.000","Monday","8","2018-04-16T08:16:00.000","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","842872204","LARCENY/THEFT","42.93983903325543","POINT (-78.8235063125131 42.9398390332554)","-78.82350631251313","Theft","NY","2018-04-17T23:02:32.000",
"2764","3","3","17","2","171","1 Block CENTRAL AV",,"18-1070339","BUFFALO","",,"2018-04-17T19:51:19.000","Monday","11","2018-04-16T11:00:00.000","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","842941649","BURGLARY","42.88725645932644","POINT (-78.8150184484578 42.8872564593264)","-78.81501844845779","Breaking & Entering","NY","2018-04-17T23:02:34.000",
"829","26","3","8","4","55","300 Block SHERMAN ST",,"18-1070558","BUFFALO","",,"2018-04-17T22:06:49.000","Tuesday","4","2018-04-17T04:30:00.000","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","842946969","ASSAULT","42.893389258948254","POINT (-78.8466497170044 42.8933892589483)","-78.84664971700437","Assault","NY","2018-04-17T22:08:47.000",
"3273","9","5","10","1","91","1 Block ONTARIO ST",,"18-1060541","BUFFALO","",,"2018-04-16T23:30:06.000","Monday","3","2018-04-16T03:00:00.000","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","842863952","LARCENY/THEFT","42.94644226245094","POINT (-78.9055525487822 42.9464422624509)","-78.90555254878215","Theft","NY","2018-04-17T23:02:23.000",
"1963","25","2","22","9","215","1 Block VERPLANCK ST",,"18-1060577","BUFFALO","",,"2018-04-17T03:50:43.000","Saturday","12","2018-04-14T12:00:00.000","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","842874659","BURGLARY","42.91293098085875","POINT (-78.856102660661 42.9129309808587)","-78.85610266066095","Breaking & Entering","NY","2018-04-17T23:02:23.000",
"107","52","1","21","4","74","200 Block LINWOOD AV",,"18-1060720","BUFFALO","",,"2018-04-17T01:00:38.000","Thursday","8","2018-04-12T08:00:00.000","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","842868734","BURGLARY","42.90812640087448","POINT (-78.868511313808 42.9081264008745)","-78.86851131380804","Breaking & Entering","NY","2018-04-17T23:02:24.000",
"2625","43","5","2","3","19","1 Block GRANT ST",,"18-1060913","BUFFALO","",,"2018-04-17T12:56:27.000","Monday","10","2018-04-16T10:30:18.000","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","842898496","RAPE","42.91610886665221","POINT (-78.8905737970368 42.9161088666522)","-78.8905737970368","Sexual Assault","NY","2018-04-17T23:02:32.000",
"2370","36","5","5","1","41","2100 Block DELAWARE AV",,"18-1060796","BUFFALO","",,"2018-04-17T01:00:38.000","Monday","7","2018-04-16T07:00:00.000","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","842868735","LARCENY/THEFT","42.94269985117165","POINT (-78.8682226617952 42.9426998511717)","-78.86822266179516","Theft","NY","2018-04-17T23:02:32.000",
"2430","49","5","2","3","104","400 Block AUBURN AV",,"18-1070259","BUFFALO","",,"2018-04-17T15:54:42.000","Tuesday","12","2018-04-17T12:00:00.000","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","842924249","LARCENY/THEFT","42.918322164307206","POINT (-78.8837155227763 42.9183221643072)","-78.88371552277627","Theft","NY","2018-04-17T23:02:34.000",
"1103","41","1","2","3","233","100 Block ALBANY ST",,"18-1060475","BUFFALO","",,"2018-04-17T19:51:19.000","Monday","2","2018-04-16T02:45:27.000","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","842941648","ASSAULT","42.91242346635402","POINT (-78.893765820932 42.912423466354)","-78.89376582093197","Assault","NY","2018-04-17T23:02:22.000",
"59","31","4","16","5","38","1 Block FULTON ST",,"18-1070543","BUFFALO","",,"2018-04-17T22:06:49.000","Tuesday","4","2018-04-17T04:19:34.000","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","842946970","BURGLARY","42.87373892763738","POINT (-78.8711508898555 42.8737389276374)","-78.87115088985551","Breaking & Entering","NY","2018-04-17T22:08:46.000",
"1051","48","1","15","5","43","400 Block NIAGARA ST",,"18-1060909","BUFFALO","",,"2018-04-17T06:48:25.000","Monday","11","2018-04-16T11:00:35.000","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","842882964","LARCENY/THEFT","42.89036660619634","POINT (-78.8819752354913 42.8903666061963)","-78.88197523549125","Theft","NY","2018-04-17T23:02:32.000",
"945","7","2","11","8","66","100 Block STEVENSON ST",,"18-1060518","BUFFALO","",,"2018-04-17T09:34:22.000","Saturday","12","2018-04-14T12:30:00.000","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","842891699","SEXUAL ABUSE","42.942446105082574","POINT (-78.8098472318385 42.9424461050826)","-78.80984723183853","Other Sexual Offense","NY","2018-04-17T23:02:23.000",
"2129","65","3","22","4","195","400 Block BEST ST",,"18-1070016","BUFFALO","",,"2018-04-17T14:02:22.000","Tuesday","12","2018-04-17T12:00:00.000","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","842906920","MURDER","42.90405219771077","POINT (-78.8512859922794 42.9040521977108)","-78.85128599227944","Homicide","NY","2018-04-17T23:02:33.000",
"430","27","5","2","1","53","100 Block FOREST AV",,"18-1060897","BUFFALO","",,"2018-04-17T03:50:43.000","Monday","10","2018-04-16T10:34:00.000","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","842874660","ROBBERY","42.928994894010415","POINT (-78.8943344388717 42.9289948940104)","-78.89433443887165","Robbery","NY","2018-04-17T23:02:32.000",
"695","53","4","17","2","68","600 Block BAILEY AV",,"18-1070388","BUFFALO","",,"2018-04-17T18:00:27.000","Friday","8","2018-04-13T08:00:00.000","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","842929816","LARCENY/THEFT","42.87347692243406","POINT (-78.8175783154952 42.8734769224341)","-78.81757831549517","Theft","NY","2018-04-17T23:02:34.000",
"998","31","4","16","5","38","200 Block PERRY ST",,"18-1060597","BUFFALO","",,"2018-04-16T23:30:06.000","Monday","5","2018-04-16T05:10:44.000","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","842863951","BURGLARY","42.873942625599526","POINT (-78.8664885572253 42.8739426255995)","-78.8664885572253","Breaking & Entering","NY","2018-04-17T23:02:24.000",
,,,,,,"300 Block GOLD ST",,"11-1511077","BUFFALO",,"null","2011-06-01T06:00:45.000","Tuesday","1","2011-05-17T01:00:30.000","Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","69453772","BURGLARY","0",,"0","Breaking & Entering","NY","2011-06-07T06:00:46.000","null"
"1215","15","2","4","2","286","1 Block ROSYLN",,"15-0541049","BUFFALO",,,"2015-02-24T07:06:18.000","Monday","10","2015-02-23T10:30:43.000","ASSAULT","700999089","ASSAULT","42.9151999996572","POINT (-78.809598093448 42.915199999657)","-78.809598093448","Assault","NY","2015-03-02T07:12:20.000",
"678","66","3","8","5","245","100 Block SCHUTRUM ST",,"15-0930130","BUFFALO",,,"2015-04-04T06:06:48.000","Friday","1","2015-04-03T01:00:00.000","UUV","711714059","UUV","42.9003943207006","POINT (-78.817642863364 42.900394320701)","-78.8176428633638","Theft of Vehicle","NY","2015-04-10T06:06:55.000",
"1847","18","3","4","5","157","1 Block WENDE ST",,"15-1250683","BUFFALO",,,"2015-05-06T06:06:48.000","Tuesday","12","2015-05-05T12:00:00.000","ASSAULT","715012980","ASSAULT","42.9137359","POINT (-78.8147332 42.9137359)","-78.8147332","Assault","NY","2015-05-12T06:08:20.000","14211"
"324","17","1","2","3","201","300 Block CONNECTICUT ST",,"15-1100899","BUFFALO",,,"2015-04-21T06:06:50.000","Monday","10","2015-04-20T10:34:00.000","ASSAULT","713245879","ASSAULT","42.9056874753385","POINT (-78.888581119334 42.905687475339)","-78.8885811193336","Assault","NY","2015-04-27T06:09:17.000",
"3173","15","3","4","2","286","GENESEE ST & BAILEY AV",,"15-0430646","BUFFALO",,,"2015-02-13T07:06:15.000","Wednesday","10","2015-02-11T10:00:00.000","ROBBERY","691803185","ROBBERY","42.9126399511887","POINT (-78.813732311443 42.912639951189)","-78.8137323114432","Robbery","NY","2015-02-19T07:13:44.000",
"1408","77","1","14","4","31","400 Block MAIN ST",,"15-0750323","BUFFALO",,,"2015-03-17T06:06:32.000","Monday","12","2015-03-16T12:45:00.000","ROBBERY","709990594","ROBBERY","42.8850080689213","POINT (-78.874412181253 42.885008068921)","-78.8744121812528","Robbery","NY","2015-03-23T06:06:16.000",
"228","55","1","15","4","29","1 Block 10TH ST",,"15-1650405","BUFFALO",,,"2015-06-15T06:07:01.000","Saturday","2","2015-06-13T02:30:00.000","BURGLARY","720646084","BURGLARY","42.8949473715522","POINT (-78.882557121377 42.894947371552)","-78.8825571213774","Breaking & Entering","NY","2015-06-21T21:04:42.000",
"473","11","3","4","2","199","1 Block WEX AV",,"15-0640702","BUFFALO",,,"2015-03-06T07:06:28.000","Thursday","6","2015-03-05T06:21:00.000","ASSAULT","707456779","ASSAULT","42.9040900290338","POINT (-78.808213780695 42.904090029034)","-78.8082137806954","Assault","NY","2015-03-12T06:05:42.000",
"678","66","3","8","5","245","100 Block SCHUTRUM ST",,"15-0870226","BUFFALO",,,"2015-03-29T06:06:47.000","Saturday","6","2015-03-28T06:30:00.000","ROBBERY","711244496","ROBBERY","42.9003943207006","POINT (-78.817642863364 42.900394320701)","-78.8176428633638","Robbery","NY","2015-04-04T06:08:07.000",
