":@computed_region_dwzh_dtk5",":@computed_region_eziv_p4ck",":@computed_region_fk4y_hpmh",":@computed_region_kwzn_pe6v",":@computed_region_tmcg_v66k",":@computed_region_uh5x_q5mi","address_1","address_2","case_number","city","clearance_type","country","created_at","day_of_week","hour_of_day","incident_datetime","incident_description","incident_id","incident_type_primary","latitude","location","longitude","parent_incident_type","state","updated_at","zip"
"2343","56","2","18","8","244","1 Block MINNESOTA AV",,"18-0980494","BUFFALO","",,"2018-04-08T20:53:46.000","Sunday","2","2018-04-08T02:00:00.000","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","842023459","LARCENY/THEFT","42.94707581964792","POINT (-78.826821278048 42.9470758196479)","-78.82682127804799","Theft","NY","2018-04-16T03:52:15.000",
"112","72","5","10","1","50","400 Block TONAWANDA ST",,"18-0990690","BUFFALO","",,"2018-04-09T23:00:55.000","Sunday","2","2018-04-08T02:00:00.000","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","842163141","LARCENY/THEFT","42.94108382256911","POINT (-78.8985407650215 42.9410838225691)","-78.89854076502151","Theft","NY","2018-04-17T04:02:08.000",
"1864","53","4","17","2","9","1900 Block CLINTON ST",,"18-0980750","BUFFALO","",,"2018-04-09T03:50:17.000","Sunday","3","2018-04-08T03:00:00.000","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","842039718","LARCENY/THEFT","42.87207708443644","POINT (-78.8039939568646 42.8720770844364)","-78.80399395686456","Theft","NY","2018-04-16T03:52:15.000",
"915","16","2","11","9","285","1 Block DURHAM AV",,"18-0990388","BUFFALO","",,"2018-04-09T22:29:15.000","Sunday","3","2018-04-08T03:00:00.000","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","842160261","ASSAULT","42.925013595213656","POINT (-78.827555787568 42.9250135952137)","-78.82755578756796","Assault","NY","2018-04-17T04:02:08.000",
"737","22","4","19","6","152","1 Block FIELDS AV",,"18-0990539","BUFFALO","",,"2018-04-09T22:29:15.000","Sunday","3","2018-04-08T03:00:00.000","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","842160264","LARCENY/THEFT","42.8564400519518","POINT (-78.8023345577628 42.8564400519518)","-78.80233455776285","Theft","NY","2018-04-17T04:02:08.000",
"1340","38","2","18","9","258","1 Block W OAKWOOD PL",,"18-0980466","BUFFALO","",,"2018-04-08T20:53:46.000","Sunday","3","2018-04-08T03:24:38.000","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","842023458","LARCENY/THEFT","42.932133668446376","POINT (-78.8462545901536 42.9321336684464)","-78.84625459015359","Theft","NY","2018-04-16T03:52:15.000",
"398","79","4","9","6","77","S PARK AV & DOWNING ST",,"18-0990664","BUFFALO","",,"2018-04-09T22:29:15.000","Sunday","3","2018-04-08T03:30:00.000","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","842160268","LARCENY/THEFT","42.8348022649223","POINT (-78.8238821012529 42.8348022649223)","-78.82388210125293","Theft","NY","2018-04-17T04:02:08.000",
"1563","75","2","11","2","145","OLYMPIC AV & LANGMEYER AV",,"18-0980144","BUFFALO","",,"2018-04-08T08:50:59.000","Sunday","3","2018-04-08T03:46:41.000","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","841996275","ROBBERY","42.9239406181856","POINT (-78.8157532473313 42.9239406181856)","-78.81575324733127","Robbery","NY","2018-04-16T03:52:15.000",
"2284","20","1","16","4","100","300 Block JEFFERSON AV",,"18-0980498","BUFFALO","",,"2018-04-08T22:54:42.000","Sunday","4","2018-04-08T04:10:29.000","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","842027377","BURGLARY","42.88360327698337","POINT (-78.8542570671571 42.8836032769834)","-78.85425706715708","Breaking & Entering","NY","2018-04-16T03:52:15.000",
"3059","57","5","10","1","196","500 Block HERTEL AV",,"18-0980517","BUFFALO","",,"2018-04-09T06:11:53.000","Sunday","4","2018-04-08T04:30:00.000","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","842103193","LARCENY/THEFT","42.95102918048688","POINT (-78.8836504103926 42.9510291804869)","-78.88365041039258","Theft","NY","2018-04-16T03:52:15.000",
"1779","77","1","14","5","31","1 Block SEYMOUR KNOX PA",,"18-1030385","BUFFALO","",,"2018-04-13T18:53:09.000","Sunday","5","2018-04-08T05:00:00.000","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","842589188","LARCENY/THEFT","42.875125619802546","POINT (-78.8761564645768 42.8751256198025)","-78.87615646457682","Theft","NY","2018-04-17T23:01:57.000",
"1258","75","2","11","8","99","1 Block SUFFOLK ST",,"18-0980580","BUFFALO","",,"2018-04-09T03:50:17.000","Sunday","5","2018-04-08T05:57:24.000","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","842039716","BURGLARY","42.92384083811356","POINT (-78.8107871390429 42.9238408381136)","-78.81078713904294","Breaking & Entering","NY","2018-04-16T03:52:15.000",
"827","76","5","2","3","158","200 Block LAFAYETTE AV",,"18-0980201","BUFFALO","",,"2018-04-08T12:10:08.000","Sunday","6","2018-04-08T06:00:00.000","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","842008323","BURGLARY","42.92050668066168","POINT (-78.8877209056257 42.9205066806617)","-78.88772090562568","Breaking & Entering","NY","2018-04-16T03:52:15.000",
"2670","53","4","17","2","68","1700 Block WILLIAM ST",,"18-0990407","BUFFALO","",,"2018-04-09T19:38:20.000","Sunday","6","2018-04-08T06:00:00.000","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","842150320","UUV","42.884526132835816","POINT (-78.8082173337999 42.8845261328358)","-78.8082173337999","Theft of Vehicle","NY","2018-04-17T04:02:08.000",
"435","3","3","17","2","163","1 Block SCHILLER ST",,"18-0980618","BUFFALO","",,"2018-04-09T01:47:17.000","Sunday","7","2018-04-08T07:08:00.000","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","842036208","LARCENY/THEFT","42.88577372709398","POINT (-78.8015800845215 42.885773727094)","-78.80158008452152","Theft","NY","2018-04-16T03:52:15.000",
"852","58","1","2","3","156","200 Block RICHMOND AV",,"18-0980631","BUFFALO","",,"2018-04-09T03:50:17.000","Sunday","7","2018-04-08T07:10:00.000","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","842039717","BURGLARY","42.90902407094434","POINT (-78.8823265833749 42.9090240709443)","-78.88232658337486","Breaking & Entering","NY","2018-04-16T03:52:15.000",
"2582","14","2","11","2","169","1 Block WEBER AV",,"18-0980657","BUFFALO","",,"2018-04-09T03:50:17.000","Sunday","7","2018-04-08T07:25:00.000","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","842039719","UUV","42.921302787532625","POINT (-78.8037588587124 42.9213027875326)","-78.8037588587124","Theft of Vehicle","NY","2018-04-16T03:52:15.000",
"50","5","5","10","1","249","800 Block TONAWANDA ST",,"18-0980221","BUFFALO","",,"2018-04-08T13:54:13.000","Sunday","8","2018-04-08T08:28:10.000","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","842010946","LARCENY/THEFT","42.951247821530266","POINT (-78.9041955594761 42.9512478215303)","-78.90419555947611","Theft","NY","2018-04-16T03:52:15.000",
"2707","26","3","8","5","55","STRAUSS ST & BROADWAY",,"18-0980679","BUFFALO","",,"2018-04-09T06:11:53.000","Sunday","8","2018-04-08T08:28:59.000","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","842103192","ASSAULT","42.892586","POINT (-78.841202 42.892586)","-78.841202","Assault","NY","2018-04-16T03:52:15.000","14212"
"1452","56","2","11","8","272","PARKRIDGE AV & HEWITT AV",,"18-0990015","BUFFALO","",,"2018-04-09T09:23:49.000","Sunday","8","2018-04-08T08:30:00.000","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","842111712","ASSAULT","42.942339828979314","POINT (-78.8216486572295 42.9423398289793)","-78.82164865722955","Assault","NY","2018-04-17T04:02:08.000",
"2596","47","2","4","9","39","1500 Block FILLMORE AV",,"18-0980680","BUFFALO","",,"2018-04-09T08:39:02.000","Sunday","8","2018-04-08T08:30:48.000","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","842109005","ASSAULT","42.9149466773412","POINT (-78.8387153216662 42.9149466773412)","-78.83871532166617","Assault","NY","2018-04-16T03:52:15.000",
"2375","15","3","4","2","243","1 Block THEODORE ST",,"18-0990473","BUFFALO","",,"2018-04-09T20:21:58.000","Sunday","9","2018-04-08T09:00:00.000","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","842152308","UUV","42.9115526606438","POINT (-78.8085768701986 42.9115526606438)","-78.80857687019865","Theft of Vehicle","NY","2018-04-17T04:02:08.000",
"636","27","5","2","1","176","400 Block GRANT ST",,"18-0980742","BUFFALO","",,"2018-04-09T06:11:53.000","Sunday","10","2018-04-08T10:00:00.000","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","842103194","LARCENY/THEFT","42.92747023459293","POINT (-78.8899208239801 42.9274702345929)","-78.88992082398013","Theft","NY","2018-04-16T03:52:15.000",
"830","25","2","22","9","108","100 Block WAVERLY ST",,"18-1000684","BUFFALO","",,"2018-04-11T04:19:30.000","Sunday","10","2018-04-08T10:00:00.000","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","842254223","LARCENY/THEFT","42.91762010094289","POINT (-78.8573179846994 42.9176201009429)","-78.85731798469942","Theft","NY","2018-04-17T23:01:12.000",
"1985","69","1","2","3","144","700 Block COLUMBUS PW",,"18-0980296","BUFFALO","",,"2018-04-08T16:56:47.000","Sunday","11","2018-04-08T11:00:00.000","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","842017662","ASSAULT","42.90349857296375","POINT (-78.8964456933977 42.9034985729637)","-78.89644569339767","Assault","NY","2018-04-16T03:52:15.000",
"1677","34","3","17","5","264","100 Block BUD MILL DR",,"18-0990232","BUFFALO","",,"2018-04-09T14:36:18.000","Sunday","11","2018-04-08T11:01:00.000","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","842124576","BURGLARY","42.88790775861027","POINT (-78.8185657786294 42.8879077586103)","-78.81856577862942","Breaking & Entering","NY","2018-04-17T04:02:08.000",
"2746","70","5","5","1","94","2200 Block DELAWARE AV",,"18-0980310","BUFFALO","",,"2018-04-08T17:49:37.000","Sunday","11","2018-04-08T11:20:42.000","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","842018917","LARCENY/THEFT","42.9448944","POINT (-78.8711668 42.9448944)","-78.8711668","Theft","NY","2018-04-16T03:52:15.000","14216"
"1698","3","3","17","2","163","100 Block SCHILLER ST",,"18-0980335","BUFFALO","",,"2018-04-08T19:51:13.000","Sunday","12","2018-04-08T12:30:00.000","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","842021893","LARCENY/THEFT","42.888546454621824","POINT (-78.8008435585565 42.8885464546218)","-78.80084355855645","Theft","NY","2018-04-16T03:52:15.000",
"914","77","1","14","4","31","PEARL ST & W TUPPER ST",,"18-0990480","BUFFALO","",,"2018-04-09T20:21:58.000","Monday","1","2018-04-09T01:30:00.000","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","842152307","UUV","42.89289047689623","POINT (-78.8714638353498 42.8928904768962)","-78.87146383534977","Theft of Vehicle","NY","2018-04-17T04:02:08.000",
"2901","57","5","10","1","56","1 Block ST FLORIAN ST",,"18-0990070","BUFFALO","",,"2018-04-09T08:39:02.000","Monday","2","2018-04-09T02:30:00.000","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","842109006","UUV","42.94575593235035","POINT (-78.8855669531552 42.9457559323504)","-78.88556695315525","Theft of Vehicle","NY","2018-04-17T04:02:08.000",
"1355","18","2","11","2","157","2400 Block BAILEY AV",,"18-0990261","BUFFALO","",,"2018-04-09T17:57:42.000","Monday","3","2018-04-09T03:14:00.000","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","842146086","LARCENY/THEFT","42.920514280473505","POINT (-78.8140229892203 42.9205142804735)","-78.8140229892203","Theft","NY","2018-04-17T04:02:08.000",
"1838","13","1","15","5","141","100 Block ELMWOOD AV",,"18-0990603","BUFFALO","",,"2018-04-09T22:29:15.000","Monday","3","2018-04-09T03:30:00.000","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","842160265","LARCENY/THEFT","42.90184911252384","POINT (-78.8769173911336 42.9018491125238)","-78.87691739113363","Theft","NY","2018-04-17T04:02:08.000",
"732","75","2","11","8","175","100 Block COURTLAND AV",,"18-0990445","BUFFALO","",,"2018-04-09T23:00:55.000","Monday","4","2018-04-09T04:00:00.000","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","842163140","LARCENY/THEFT","42.92442403886809","POINT (-78.8072422987224 42.9244240388681)","-78.80724229872236","Theft","NY","2018-04-17T04:02:08.000",
"3187","55","1","15","4","103","100 Block MARYNER HOMES ST",,"18-0990568","BUFFALO","",,"2018-04-09T22:29:15.000","Monday","4","2018-04-09T04:20:00.000","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","842160262","ASSAULT","42.891552490284596","POINT (-78.890078711517 42.8915524902846)","-78.89007871151696","Assault","NY","2018-04-17T04:02:08.000",
"2068","4","3","4","5","72","1 Block KEHR ST",,"18-0990646","BUFFALO","",,"2018-04-10T04:17:13.000","Monday","5","2018-04-09T05:00:00.000","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","842182553","ASSAULT","42.90557733558039","POINT (-78.8320327375424 42.9055773355804)","-78.83203273754242","Assault","NY","2018-04-17T04:02:08.000",
"1466","28","3","8","5","228","1 Block SWINBURNE ST",,"18-0990665","BUFFALO","",,"2018-04-09T22:29:15.000","Monday","5","2018-04-09T05:52:31.000","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","842160263","BURGLARY","42.893412","POINT (-78.8214299 42.893412)","-78.8214299","Breaking & Entering","NY","2018-04-17T04:02:08.000","14212"
"776","31","4","16","5","38","300 Block PERRY ST",,"18-0990748","BUFFALO","",,"2018-04-10T06:34:45.000","Monday","7","2018-04-09T07:28:00.000","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","842189321","ASSAULT","42.87397557807356","POINT (-78.8642503326136 42.8739755780736)","-78.86425033261358","Assault","NY","2018-04-17T04:02:08.000",
"2522","19","2","18","9","84","200 Block E AMHERST ST",,"18-0990784","BUFFALO","",,"2018-04-10T12:40:58.000","Monday","8","2018-04-09T08:00:00.000","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","842207636","ASSAULT","42.93993529067763","POINT (-78.8298555168871 42.9399352906776)","-78.82985551688708","Assault","NY","2018-04-17T04:02:08.000",
"2641","64","5","18","8","88","700 Block TAUNTON PL",,"18-0990782","BUFFALO","",,"2018-04-10T01:56:34.000","Monday","8","2018-04-09T08:01:06.000","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","842177965","ASSAULT","42.95427003530898","POINT (-78.8370101235798 42.954270035309)","-78.8370101235798","Assault","NY","2018-04-17T04:02:08.000",
"2853","50","5","21","4","32","1700 Block MAIN ST",,"18-0990175","BUFFALO","",,"2018-04-09T13:39:14.000","Monday","8","2018-04-09T08:05:00.000","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","842120391","UUV","42.920000868519146","POINT (-78.8599792479366 42.9200008685191)","-78.85997924793662","Theft of Vehicle","NY","2018-04-17T04:02:08.000",
"233","70","5","5","1","85","100 Block HARTWELL RD",,"18-0990302","BUFFALO","",,"2018-04-09T16:38:49.000","Monday","8","2018-04-09T08:30:00.000","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","842131773","BURGLARY","42.953364349030714","POINT (-78.871857847436 42.9533643490307)","-78.87185784743598","Breaking & Entering","NY","2018-04-17T04:02:08.000",
"1267","38","2","18","9","258","2100 Block MAIN ST",,"18-0990859","BUFFALO","",,"2018-04-10T03:45:57.000","Monday","9","2018-04-09T09:00:00.000","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","842181286","ASSAULT","42.92880507442883","POINT (-78.84993702635 42.9288050744288)","-78.84993702635","Assault","NY","2018-04-17T04:02:08.000",
"2418","22","4","19","6","152","1600 Block SOUTH PARK",,"18-0990874","BUFFALO","",,"2018-04-10T06:34:45.000","Monday","9","2018-04-09T09:20:00.000","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","842189323","BURGLARY","42.85785800445183","POINT (-78.8069270458633 42.8578580044518)","-78.80692704586333","Breaking & Entering","NY","2018-04-17T04:02:08.000",
"2521","56","2","11","8","272","100 Block HEWITT AV",,"18-0990862","BUFFALO","",,"2018-04-10T06:34:45.000","Monday","9","2018-04-09T09:40:43.000","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","842189324","BURGLARY","42.94256313121761","POINT (-78.8198194836629 42.9425631312176)","-78.81981948366287","Breaking & Entering","NY","2018-04-17T04:02:08.000",
"551","34","3","8","5","206","1100 Block BROADWAY",,"18-0990887","BUFFALO","",,"2018-04-10T04:17:13.000","Monday","10","2018-04-09T10:00:00.000","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","842182555","LARCENY/THEFT","42.89382956169856","POINT (-78.8338514389972 42.8938295616986)","-78.83385143899724","Theft","NY","2018-04-17T04:02:08.000",
"1735","23","3","4","5","65","300 Block WALDEN AV",,"18-1000309","BUFFALO","",,"2018-04-10T20:18:15.000","Monday","10","2018-04-09T10:00:00.000","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","842232135","BURGLARY","42.903895332503744","POINT (-78.8230308205177 42.9038953325037)","-78.82303082051767","Breaking & Entering","NY","2018-04-17T23:01:08.000",
"3178","3","3","17","2","163","200 Block LUDINGTON ST",,"18-1000495","BUFFALO","",,"2018-04-10T21:38:57.000","Monday","10","2018-04-09T10:00:00.000","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","842235378","ASSAULT","42.88708742754979","POINT (-78.8033384815896 42.8870874275498)","-78.80333848158965","Assault","NY","2018-04-17T23:01:11.000",
"1122","77","1","14","5","31","100 Block WASHINGTON ST",,"18-0990881","BUFFALO","",,"2018-04-10T06:34:45.000","Monday","10","2018-04-09T10:18:00.000","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","842189322","ASSAULT","42.876587","POINT (-78.876683 42.876587)","-78.876683","Assault","NY","2018-04-17T04:02:08.000","14203"
"810","1","4","9","6","147","300 Block HOPKINS ST",,"18-0990432","BUFFALO","",,"2018-04-09T20:21:58.000","Monday","10","2018-04-09T10:30:00.000","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","842152306","BURGLARY","42.84795579141396","POINT (-78.8319506127237 42.847955791414)","-78.83195061272372","Breaking & Entering","NY","2018-04-17T04:02:08.000",
"1654","75","2","11","9","145","200 Block OLYMPIC AV",,"18-0990569","BUFFALO","",,"2018-04-10T07:19:35.000","Monday","11","2018-04-09T11:00:00.000","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","842191799","BURGLARY","42.9281874773226","POINT (-78.8187563306692 42.9281874773226)","-78.81875633066922","Breaking & Entering","NY","2018-04-17T04:02:08.000",
"2694","3","3","17","2","171","1000 Block E LOVEJOY ST",,"18-0990935","BUFFALO","",,"2018-04-10T04:17:13.000","Monday","11","2018-04-09T11:15:00.000","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","842182554","LARCENY/THEFT","42.88949341159816","POINT (-78.8077875908621 42.8894934115982)","-78.8077875908621","Theft","NY","2018-04-17T04:02:08.000",
"1682","66","3","8","5","242","1 Block GOODYEAR AV",,"18-1010564","BUFFALO","",,"2018-04-11T23:56:24.000","Monday","11","2018-04-09T11:30:00.000","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","842318255","UUV","42.89862891957786","POINT (-78.8221520348261 42.8986289195779)","-78.8221520348261","Theft of Vehicle","NY","2018-04-17T23:01:27.000",
"186","28","3","8","5","228","1 Block N CENTRAL AV",,"18-0990131","BUFFALO","",,"2018-04-09T12:14:31.000","Monday","12","2018-04-09T12:00:00.000","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","842117406","LARCENY/THEFT","42.89507586739291","POINT (-78.8153462696337 42.8950758673929)","-78.81534626963365","Theft","NY","2018-04-17T04:02:08.000",
"2813","57","5","5","1","60","300 Block HINMAN AV",,"18-0990527","BUFFALO","",,"2018-04-10T00:22:42.000","Monday","12","2018-04-09T12:00:00.000","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","842173470","BURGLARY","42.9563790387132","POINT (-78.8839005604833 42.9563790387132)","-78.88390056048327","Breaking & Entering","NY","2018-04-17T04:02:08.000",
"1819","28","3","17","2","280","1 Block MORELAND ST",,"18-1000340","BUFFALO","",,"2018-04-10T17:46:15.000","Monday","12","2018-04-09T12:00:00.000","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","842223206","UUV","42.890336261366386","POINT (-78.8117088401705 42.8903362613664)","-78.81170884017054","Theft of Vehicle","NY","2018-04-17T23:01:08.000",
"510","48","1","15","5","43","1 Block CAROLINA ST",,"18-1010736","BUFFALO","",,"2018-04-12T02:35:29.000","Monday","12","2018-04-09T12:00:00.000","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","842332615","LARCENY/THEFT","42.89013335180387","POINT (-78.8871983482036 42.8901333518039)","-78.88719834820364","Theft","NY","2018-04-17T23:01:28.000",
"2361","58","1","12","3","109","100 Block HODGE AV",,"18-0990621","BUFFALO","",,"2018-04-10T01:56:34.000","Monday","12","2018-04-09T12:15:00.000","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","842177966","BURGLARY","42.9101868456607","POINT (-78.8783380988263 42.9101868456607)","-78.87833809882626","Breaking & Entering","NY","2018-04-17T04:02:08.000",
"196","61","1","21","4","61","1000 Block DELAWARE AV",,"18-1020390","BUFFALO","",,"2018-04-12T19:47:58.000","Tuesday","1","2018-04-10T01:30:00.000","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","842393748","LARCENY/THEFT","42.911552569379175","POINT (-78.8699829368663 42.9115525693792)","-78.86998293686634","Theft","NY","2018-04-17T23:01:41.000",
"1589","15","2","11","2","173","1 Block COURTLAND AV",,"18-1000445","BUFFALO","",,"2018-04-10T21:38:57.000","Tuesday","1","2018-04-10T01:40:00.000","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","842235377","ASSAULT","42.91940410417318","POINT (-78.8065521153134 42.9194041041732)","-78.80655211531337","Assault","NY","2018-04-17T23:01:09.000",
"636","27","5","2","1","176","GRANT ST & FOREST AV",,"18-1000468","BUFFALO","",,"2018-04-10T21:38:57.000","Tuesday","2","2018-04-10T02:55:00.000","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","842235379","ROBBERY","42.92771837836133","POINT (-78.8894739906426 42.9277183783613)","-78.88947399064259","Robbery","NY","2018-04-17T23:01:10.000",
"2746","70","5","5","1","94","DELAWARE AV & LINDEN AV",,"18-1000472","BUFFALO","",,"2018-04-11T07:22:20.000","Tuesday","2","2018-04-10T02:59:48.000","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","842265967","LARCENY/THEFT","42.9446366","POINT (-78.8681489 42.9446366)","-78.8681489","Theft","NY","2018-04-17T23:01:10.000","14216"
"636","27","5","2","1","176","400 Block GRANT ST",,"18-1000489","BUFFALO","",,"2018-04-10T22:46:39.000","Tuesday","3","2018-04-10T03:19:00.000","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","842238518","LARCENY/THEFT","42.92747023459293","POINT (-78.8899208239801 42.9274702345929)","-78.88992082398013","Theft","NY","2018-04-17T23:01:11.000",
"3300","24","2","11","8","219","DAVIDSON AV & ORLEANS ST",,"18-1000071","BUFFALO","",,"2018-04-10T09:31:14.000","Tuesday","3","2018-04-10T03:25:55.000","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","842197212","ASSAULT","42.937348504524","POINT (-78.8068036420331 42.937348504524)","-78.80680364203306","Assault","NY","2018-04-17T23:01:06.000",
"473","11","3","8","2","199","1800 Block BROADWAY",,"18-1010525","BUFFALO","",,"2018-04-11T23:56:24.000","Tuesday","3","2018-04-10T03:30:00.000","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","842318254","LARCENY/THEFT","42.89792071859003","POINT (-78.8059521190598 42.89792071859)","-78.80595211905981","Theft","NY","2018-04-17T23:01:26.000",
